lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
pantai sembilan;Negatif;Pantai Sembilan indah, cuma pelabuhan penyeberangan perlu dibenahi. Disamping itu kapal pengangkut penumpang juga perlu dikasih yang lebih baik dan memadahi. Sehingga banyak turis asing dan domestik kesana.;Pantai Sembilan indah cuma pelabuhan penyeberangan perlu dibenahi Disamping itu kapal pengangkut penumpang juga perlu dikasih yang lebih baik dan memadahi Sehingga banyak turis asing dan domestik kesana;['pantai', 'sembilan', 'indah', 'cuma', 'pelabuhan', 'penyeberangan', 'perlu', 'dibenahi', 'disamping', 'itu', 'kapal', 'pengangkut', 'penumpang', 'juga', 'perlu', 'dikasih', 'yang', 'lebih', 'baik', 'dan', 'memadahi', 'sehingga', 'banyak', 'turis', 'asing', 'dan', 'domestik', 'kesana'];['pantai', 'sembilan', 'indah', 'cuma', 'pelabuhan', 'penyeberangan', 'perlu', 'dibenahi', 'disamping', 'itu', 'kapal', 'pengangkut', 'penumpang', 'juga', 'perlu', 'dikasih', 'yang', 'lebih', 'baik', 'dan', 'memadahi', 'sehingga', 'banyak', 'turis', 'asing', 'dan', 'domestik', 'kesana'];['pantai', 'sembilan', 'indah', 'pelabuhan', 'penyeberangan', 'dibenahi', 'disamping', 'kapal', 'pengangkut', 'penumpang', 'dikasih', 'memadahi', 'turis', 'asing', 'domestik', 'kesana'];['pantai', 'sembilan', 'indah', 'labuh', 'seberang', 'benah', 'samping', 'kapal', 'angkut', 'tumpang', 'kasih', 'padah', 'turis', 'asing', 'domestik', 'kesana']
pantai sembilan;Negatif;Pantai bagus, Sayang Agak Kotor kurang dijaga Kebersihan nya;Pantai bagus Sayang Agak Kotor kurang dijaga Kebersihan nya;['pantai', 'bagus', 'sayang', 'agak', 'kotor', 'kurang', 'dijaga', 'kebersihan', 'nya'];['pantai', 'bagus', 'sayang', 'agak', 'kotor', 'kurang', 'dijaga', 'kebersihan', 'nya'];['pantai', 'bagus', 'sayang', 'kotor', 'dijaga', 'kebersihan'];['pantai', 'bagus', 'sayang', 'kotor', 'jaga', 'bersih']
pantai sembilan;Positif;Nyaman sekali dan bikin pengen balik lagi?? …;Nyaman sekali dan bikin pengen balik lagi;['nyaman', 'sekali', 'dan', 'bikin', 'pengen', 'balik', 'lagi'];['nyaman', 'sekali', 'dan', 'bikin', 'pengin', 'balik', 'lagi'];['nyaman', 'pengin'];['nyaman', 'pengin']
pantai sembilan;Positif;Bersih pantainya n cottagenya.. Nyaman org² nya,  nyaman untuk wisata keluarga n anak². Harga makanannya murah.. Pokoknya rekomended ya.. Thx pak kades atas pelayanannya..;Bersih pantainya n cottagenya Nyaman org nya nyaman untuk wisata keluarga n anak Harga makanannya murah Pokoknya rekomended ya Thx pak kades atas pelayanannya;['bersih', 'pantainya', 'n', 'cottagenya', 'nyaman', 'org', 'nya', 'nyaman', 'untuk', 'wisata', 'keluarga', 'n', 'anak', 'harga', 'makanannya', 'murah', 'pokoknya', 'rekomended', 'ya', 'thx', 'pak', 'kades', 'atas', 'pelayanannya'];['bersih', 'pantainya', 'n', 'cottagenya', 'nyaman', 'orang', 'nya', 'nyaman', 'untuk', 'wisata', 'keluarga', 'n', 'anak', 'harga', 'makanannya', 'murah', 'pokoknya', 'rekomended', 'ya', 'thx', 'pak', 'kades', 'atas', 'pelayanannya'];['bersih', 'pantainya', 'cottagenya', 'nyaman', 'orang', 'nyaman', 'wisata', 'keluarga', 'anak', 'harga', 'makanannya', 'murah', 'pokoknya', 'rekomended', 'thx', 'kades', 'pelayanannya'];['bersih', 'pantai', 'cottagenya', 'nyaman', 'orang', 'nyaman', 'wisata', 'keluarga', 'anak', 'harga', 'makan', 'murah', 'pokok', 'rekomended', 'thx', 'kades', 'layan']
pantai sembilan;Positif;Senja disini bagus beeettttt …..!!;Senja disini bagus beeettttt;['senja', 'disini', 'bagus', 'beeettttt'];['senja', 'disini', 'bagus', 'beeettttt'];['senja', 'bagus', 'beeettttt'];['senja', 'bagus', 'beeettttt']
pantai sembilan;Positif;Nyaman buat liburan keluarga, ramah anak dan suasana tenang, semoga para wisatawan selalu menjaga kebersihan pantai;Nyaman buat liburan keluarga ramah anak dan suasana tenang semoga para wisatawan selalu menjaga kebersihan pantai;['nyaman', 'buat', 'liburan', 'keluarga', 'ramah', 'anak', 'dan', 'suasana', 'tenang', 'semoga', 'para', 'wisatawan', 'selalu', 'menjaga', 'kebersihan', 'pantai'];['nyaman', 'buat', 'liburan', 'keluarga', 'ramah', 'anak', 'dan', 'suasana', 'tenang', 'semoga', 'para', 'wisatawan', 'selalu', 'menjaga', 'kebersihan', 'pantai'];['nyaman', 'liburan', 'keluarga', 'ramah', 'anak', 'suasana', 'tenang', 'semoga', 'wisatawan', 'menjaga', 'kebersihan', 'pantai'];['nyaman', 'libur', 'keluarga', 'ramah', 'anak', 'suasana', 'tenang', 'moga', 'wisatawan', 'jaga', 'bersih', 'pantai']
pantai sembilan;Negatif;Banyak sampah;Banyak sampah;['banyak', 'sampah'];['banyak', 'sampah'];['sampah'];['sampah']
pantai sembilan;Positif;Tempat nya sangat rekom buat acara keluarga besar... ?????? …;Tempat nya sangat rekom buat acara keluarga besar;['tempat', 'nya', 'sangat', 'rekom', 'buat', 'acara', 'keluarga', 'besar'];['tempat', 'nya', 'sangat', 'rekom', 'buat', 'acara', 'keluarga', 'besar'];['rekom', 'acara', 'keluarga'];['rekom', 'acara', 'keluarga']
pantai sembilan;Positif;rekomended buat yg mw liburan;rekomended buat yg mw liburan;['rekomended', 'buat', 'yg', 'mw', 'liburan'];['rekomended', 'buat', 'yang', 'mau', 'liburan'];['rekomended', 'liburan'];['rekomended', 'libur']
pantai sembilan;Positif;Jam 6 pagi merapat pantai sembilan suasana saat itu mendung berawan pantai sembilan semakin indah dan sejuk gaes.. so kapan kamu kemari?;Jam pagi merapat pantai sembilan suasana saat itu mendung berawan pantai sembilan semakin indah dan sejuk gaes so kapan kamu kemari;['jam', 'pagi', 'merapat', 'pantai', 'sembilan', 'suasana', 'saat', 'itu', 'mendung', 'berawan', 'pantai', 'sembilan', 'semakin', 'indah', 'dan', 'sejuk', 'gaes', 'so', 'kapan', 'kamu', 'kemari'];['jam', 'pagi', 'merapat', 'pantai', 'sembilan', 'suasana', 'saat', 'itu', 'mendung', 'berawan', 'pantai', 'sembilan', 'semakin', 'indah', 'dan', 'sejuk', 'gaes', 'sok', 'kapan', 'kamu', 'kemari'];['jam', 'pagi', 'merapat', 'pantai', 'sembilan', 'suasana', 'mendung', 'berawan', 'pantai', 'sembilan', 'indah', 'sejuk', 'gaes', 'sok', 'kemari'];['jam', 'pagi', 'rapat', 'pantai', 'sembilan', 'suasana', 'mendung', 'awan', 'pantai', 'sembilan', 'indah', 'sejuk', 'gaes', 'sok', 'kemari']
pantai sembilan;Negatif;Sedih ada yg berpakaian tidak menutup aurat, padahal disitu adatnya kan kentel bgt dgn menutup aurat, harusnya bisa menghargai adat sekitar dgn berpakaian yg sopan..;Sedih ada yg berpakaian tidak menutup aurat padahal disitu adatnya kan kentel bgt dgn menutup aurat harusnya bisa menghargai adat sekitar dgn berpakaian yg sopan;['sedih', 'ada', 'yg', 'berpakaian', 'tidak', 'menutup', 'aurat', 'padahal', 'disitu', 'adatnya', 'kan', 'kentel', 'bgt', 'dgn', 'menutup', 'aurat', 'harusnya', 'bisa', 'menghargai', 'adat', 'sekitar', 'dgn', 'berpakaian', 'yg', 'sopan'];['sedih', 'ada', 'yang', 'berpakaian', 'tidak', 'menutup', 'aurat', 'padahal', 'disitu', 'adatnya', 'kan', 'kentel', 'banget', 'dengan', 'menutup', 'aurat', 'harusnya', 'bisa', 'menghargai', 'adat', 'sekitar', 'dengan', 'berpakaian', 'yang', 'sopan'];['sedih', 'berpakaian', 'menutup', 'aurat', 'disitu', 'adatnya', 'kentel', 'banget', 'menutup', 'aurat', 'menghargai', 'adat', 'berpakaian', 'sopan'];['sedih', 'pakai', 'tutup', 'aurat', 'situ', 'adat', 'kentel', 'banget', 'tutup', 'aurat', 'harga', 'adat', 'pakai', 'sopan']
pantai sembilan;Positif;Pantainya bagus dan bersih;Pantainya bagus dan bersih;['pantainya', 'bagus', 'dan', 'bersih'];['pantainya', 'bagus', 'dan', 'bersih'];['pantainya', 'bagus', 'bersih'];['pantai', 'bagus', 'bersih']
pantai sembilan;Positif;Pantai keren dengam ombak yang tenang;Pantai keren dengam ombak yang tenang;['pantai', 'keren', 'dengam', 'ombak', 'yang', 'tenang'];['pantai', 'keren', 'dengam', 'ombak', 'yang', 'tenang'];['pantai', 'keren', 'dengam', 'ombak', 'tenang'];['pantai', 'keren', 'dengam', 'ombak', 'tenang']
pantai sembilan;Positif;Bersih, pasir putih, air laut sangat biru. Perjalanan laut dari sumenep ke sini agak lama. Hati2 untuk yang mabuk laut, karena arus lumayan besar.;Bersih pasir putih air laut sangat biru Perjalanan laut dari sumenep ke sini agak lama Hati untuk yang mabuk laut karena arus lumayan besar;['bersih', 'pasir', 'putih', 'air', 'laut', 'sangat', 'biru', 'perjalanan', 'laut', 'dari', 'sumenep', 'ke', 'sini', 'agak', 'lama', 'hati', 'untuk', 'yang', 'mabuk', 'laut', 'karena', 'arus', 'lumayan', 'besar'];['bersih', 'pasir', 'putih', 'air', 'laut', 'sangat', 'biru', 'perjalanan', 'laut', 'dari', 'sumenep', 'ke', 'sini', 'agak', 'lama', 'hati', 'untuk', 'yang', 'mabuk', 'laut', 'karena', 'arus', 'lumayan', 'besar'];['bersih', 'pasir', 'putih', 'air', 'laut', 'biru', 'perjalanan', 'laut', 'sumenep', 'hati', 'mabuk', 'laut', 'arus', 'lumayan'];['bersih', 'pasir', 'putih', 'air', 'laut', 'biru', 'jalan', 'laut', 'sumenep', 'hati', 'mabuk', 'laut', 'arus', 'lumayan']
pantai sembilan;Positif;bagus banget pantai 9 hanya kmrn kita datang posisi suang harus pagi atau sore pasti bagus banget pemandangan nya ,,;bagus banget pantai hanya kmrn kita datang posisi suang harus pagi atau sore pasti bagus banget pemandangan nya;['bagus', 'banget', 'pantai', 'hanya', 'kmrn', 'kita', 'datang', 'posisi', 'suang', 'harus', 'pagi', 'atau', 'sore', 'pasti', 'bagus', 'banget', 'pemandangan', 'nya'];['bagus', 'banget', 'pantai', 'hanya', 'kemarin', 'kita', 'datang', 'posisi', 'suang', 'harus', 'pagi', 'atau', 'sore', 'pasti', 'bagus', 'banget', 'pemandangan', 'nya'];['bagus', 'banget', 'pantai', 'kemarin', 'posisi', 'suang', 'pagi', 'sore', 'bagus', 'banget', 'pemandangan'];['bagus', 'banget', 'pantai', 'kemarin', 'posisi', 'suang', 'pagi', 'sore', 'bagus', 'banget', 'pandang']
pantai sembilan;Positif;Pemandangannya bagus... Masih asri...;Pemandangannya bagus Masih asri;['pemandangannya', 'bagus', 'masih', 'asri'];['pemandangannya', 'bagus', 'masih', 'asri'];['pemandangannya', 'bagus', 'asri'];['pandang', 'bagus', 'asri']
pantai sembilan;Positif;Bagus asal mau explore pakek motor;Bagus asal mau explore pakek motor;['bagus', 'asal', 'mau', 'explore', 'pakek', 'motor'];['bagus', 'asal', 'mau', 'explore', 'pakai', 'motor'];['bagus', 'explore', 'pakai', 'motor'];['bagus', 'explore', 'pakai', 'motor']
pantai sembilan;Positif;Bagus sekali pantainya;Bagus sekali pantainya;['bagus', 'sekali', 'pantainya'];['bagus', 'sekali', 'pantainya'];['bagus', 'pantainya'];['bagus', 'pantai']
pantai sembilan;Positif;Lautnya jernih..;Lautnya jernih;['lautnya', 'jernih'];['lautnya', 'jernih'];['lautnya', 'jernih'];['laut', 'jernih']
pantai sembilan;Positif;Pantainya bersih belum terlalu banyak pe gunjung bener2 bisa menikmati indahnya pemandangan pantai;Pantainya bersih belum terlalu banyak pe gunjung bener bisa menikmati indahnya pemandangan pantai;['pantainya', 'bersih', 'belum', 'terlalu', 'banyak', 'pe', 'gunjung', 'bener', 'bisa', 'menikmati', 'indahnya', 'pemandangan', 'pantai'];['pantainya', 'bersih', 'belum', 'terlalu', 'banyak', 'pe', 'gunjung', 'benar', 'bisa', 'menikmati', 'indahnya', 'pemandangan', 'pantai'];['pantainya', 'bersih', 'pe', 'gunjung', 'menikmati', 'indahnya', 'pemandangan', 'pantai'];['pantai', 'bersih', 'pe', 'gunjung', 'nikmat', 'indah', 'pandang', 'pantai']
pantai sembilan;Positif;Bagus n indah;Bagus n indah;['bagus', 'n', 'indah'];['bagus', 'n', 'indah'];['bagus', 'indah'];['bagus', 'indah']
pantai sembilan;Negatif;Bersih indah tapi sayangnya tidak bisa snorkeling air lautnya kurang jernih.;Bersih indah tapi sayangnya tidak bisa snorkeling air lautnya kurang jernih;['bersih', 'indah', 'tapi', 'sayangnya', 'tidak', 'bisa', 'snorkeling', 'air', 'lautnya', 'kurang', 'jernih'];['bersih', 'indah', 'tapi', 'sayangnya', 'tidak', 'bisa', 'snorkeling', 'air', 'lautnya', 'kurang', 'jernih'];['bersih', 'indah', 'sayangnya', 'snorkeling', 'air', 'lautnya', 'jernih'];['bersih', 'indah', 'sayang', 'snorkeling', 'air', 'laut', 'jernih']
pantai sembilan;Positif;Pantai yang top banget lah.. Pemandangan yg bagus.. Apalagi sunset nyaa ???? boleh ngecamp lhooo... …;Pantai yang top banget lah Pemandangan yg bagus Apalagi sunset nyaa boleh ngecamp lhooo;['pantai', 'yang', 'top', 'banget', 'lah', 'pemandangan', 'yg', 'bagus', 'apalagi', 'sunset', 'nyaa', 'boleh', 'ngecamp', 'lhooo'];['pantai', 'yang', 'top', 'banget', 'lah', 'pemandangan', 'yang', 'bagus', 'apalagi', 'sunset', 'nya', 'boleh', 'ngecamp', 'loh'];['pantai', 'top', 'banget', 'pemandangan', 'bagus', 'sunset', 'ngecamp'];['pantai', 'top', 'banget', 'pandang', 'bagus', 'sunset', 'ngecamp']
pantai sembilan;Negatif;"Bagus cuma masih kurang  pengembanga lahan di sebelah kiri
Dan semestinya ada mAkanan ala laut yg di kemas moderen";Bagus cuma masih kurang pengembanga lahan di sebelah kiri Dan semestinya ada mAkanan ala laut yg di kemas moderen;['bagus', 'cuma', 'masih', 'kurang', 'pengembanga', 'lahan', 'di', 'sebelah', 'kiri', 'dan', 'semestinya', 'ada', 'makanan', 'ala', 'laut', 'yg', 'di', 'kemas', 'moderen'];['bagus', 'cuma', 'masih', 'kurang', 'pengembanga', 'lahan', 'di', 'sebelah', 'kiri', 'dan', 'semestinya', 'ada', 'makanan', 'ala', 'laut', 'yang', 'di', 'kemas', 'moderen'];['bagus', 'pengembanga', 'lahan', 'sebelah', 'kiri', 'semestinya', 'makanan', 'ala', 'laut', 'kemas', 'moderen'];['bagus', 'pengembanga', 'lahan', 'belah', 'kiri', 'mesti', 'makan', 'ala', 'laut', 'kemas', 'moderen']
pantai sembilan;Positif;Tempat keren sekeren kerennya di sumenep madura.;Tempat keren sekeren kerennya di sumenep madura;['tempat', 'keren', 'sekeren', 'kerennya', 'di', 'sumenep', 'madura'];['tempat', 'keren', 'sekeren', 'kerennya', 'di', 'sumenep', 'madura'];['keren', 'sekeren', 'kerennya', 'sumenep', 'madura'];['keren', 'keren', 'keren', 'sumenep', 'madura']
pantai sembilan;Positif;Bersih dan bagus;Bersih dan bagus;['bersih', 'dan', 'bagus'];['bersih', 'dan', 'bagus'];['bersih', 'bagus'];['bersih', 'bagus']
pantai sembilan;Positif;Recommended banget ini pulau.. pengunjung nya ga rame. Penginapan nya asik banget bisa di isi 4 orang. Isinya kasur king size 2.;Recommended banget ini pulau pengunjung nya ga rame Penginapan nya asik banget bisa di isi orang Isinya kasur king size;['recommended', 'banget', 'ini', 'pulau', 'pengunjung', 'nya', 'ga', 'rame', 'penginapan', 'nya', 'asik', 'banget', 'bisa', 'di', 'isi', 'orang', 'isinya', 'kasur', 'king', 'size'];['recommended', 'banget', 'ini', 'pulau', 'pengunjung', 'nya', 'enggak', 'rame', 'penginapan', 'nya', 'asik', 'banget', 'bisa', 'di', 'isi', 'orang', 'isinya', 'kasur', 'king', 'size'];['recommended', 'banget', 'pulau', 'pengunjung', 'rame', 'penginapan', 'asik', 'banget', 'isi', 'orang', 'isinya', 'kasur', 'king', 'size'];['recommended', 'banget', 'pulau', 'unjung', 'rame', 'inap', 'asik', 'banget', 'isi', 'orang', 'isi', 'kasur', 'king', 'size']
pantai sembilan;Positif;Klo ini sih ak jg suka bnget tempat nya bersih pantai nya apa lg, trus angin nya itu loh yg bikin ak betah berkunjung di pantai sembilan;Klo ini sih ak jg suka bnget tempat nya bersih pantai nya apa lg trus angin nya itu loh yg bikin ak betah berkunjung di pantai sembilan;['klo', 'ini', 'sih', 'ak', 'jg', 'suka', 'bnget', 'tempat', 'nya', 'bersih', 'pantai', 'nya', 'apa', 'lg', 'trus', 'angin', 'nya', 'itu', 'loh', 'yg', 'bikin', 'ak', 'betah', 'berkunjung', 'di', 'pantai', 'sembilan'];['kalo', 'ini', 'sih', 'aku', 'juga', 'suka', 'banget', 'tempat', 'nya', 'bersih', 'pantai', 'nya', 'apa', 'lagi', 'terus', 'angin', 'nya', 'itu', 'loh', 'yang', 'bikin', 'aku', 'betah', 'berkunjung', 'di', 'pantai', 'sembilan'];['suka', 'banget', 'bersih', 'pantai', 'angin', 'betah', 'berkunjung', 'pantai', 'sembilan'];['suka', 'banget', 'bersih', 'pantai', 'angin', 'betah', 'kunjung', 'pantai', 'sembilan']
pantai sembilan;Positif;Senang sekali;Senang sekali;['senang', 'sekali'];['senang', 'sekali'];['senang'];['senang']
pantai sembilan;Positif;destinasi yang perlu dicoba. mantapp gan;destinasi yang perlu dicoba mantapp gan;['destinasi', 'yang', 'perlu', 'dicoba', 'mantapp', 'gan'];['destinasi', 'yang', 'perlu', 'dicoba', 'mantap', 'gan'];['destinasi', 'dicoba', 'mantap', 'gan'];['destinasi', 'coba', 'mantap', 'gan']
pantai sembilan;Positif;Semakin bagus dengan tambahan fasilitas pendukung;Semakin bagus dengan tambahan fasilitas pendukung;['semakin', 'bagus', 'dengan', 'tambahan', 'fasilitas', 'pendukung'];['semakin', 'bagus', 'dengan', 'tambahan', 'fasilitas', 'pendukung'];['bagus', 'tambahan', 'fasilitas', 'pendukung'];['bagus', 'tambah', 'fasilitas', 'dukung']
pantai sembilan;Positif;Pantainya bagus, masih bersih;Pantainya bagus masih bersih;['pantainya', 'bagus', 'masih', 'bersih'];['pantainya', 'bagus', 'masih', 'bersih'];['pantainya', 'bagus', 'bersih'];['pantai', 'bagus', 'bersih']
pantai sembilan;Positif;Pelayanan dan pegembangan area sudah baik, namun akan lebih baik jika beberapa charging areanya bekerja dengan baik, serta menambahkan fasilitas2 mendukung lainnya. Terimakasih atas pengalamannya;Pelayanan dan pegembangan area sudah baik namun akan lebih baik jika beberapa charging areanya bekerja dengan baik serta menambahkan fasilitas mendukung lainnya Terimakasih atas pengalamannya;['pelayanan', 'dan', 'pegembangan', 'area', 'sudah', 'baik', 'namun', 'akan', 'lebih', 'baik', 'jika', 'beberapa', 'charging', 'areanya', 'bekerja', 'dengan', 'baik', 'serta', 'menambahkan', 'fasilitas', 'mendukung', 'lainnya', 'terimakasih', 'atas', 'pengalamannya'];['pelayanan', 'dan', 'pegembangan', 'area', 'sudah', 'baik', 'namun', 'akan', 'lebih', 'baik', 'jika', 'beberapa', 'charging', 'areanya', 'bekerja', 'dengan', 'baik', 'serta', 'menambahkan', 'fasilitas', 'mendukung', 'lainnya', 'terimakasih', 'atas', 'pengalamannya'];['pelayanan', 'pegembangan', 'area', 'charging', 'areanya', 'fasilitas', 'mendukung', 'terimakasih', 'pengalamannya'];['layan', 'pegembangan', 'area', 'charging', 'area', 'fasilitas', 'dukung', 'terimakasih', 'alam']
pantai sembilan;Positif;Pantainya indah hanya 30 menit sudah mengelilingi pulau..pantai mirip pantai pulau pasir gili noko bawean.recommended!;Pantainya indah hanya menit sudah mengelilingi pulau pantai mirip pantai pulau pasir gili noko bawean recommended;['pantainya', 'indah', 'hanya', 'menit', 'sudah', 'mengelilingi', 'pulau', 'pantai', 'mirip', 'pantai', 'pulau', 'pasir', 'gili', 'noko', 'bawean', 'recommended'];['pantainya', 'indah', 'hanya', 'menit', 'sudah', 'mengelilingi', 'pulau', 'pantai', 'mirip', 'pantai', 'pulau', 'pasir', 'gili', 'noko', 'bawean', 'recommended'];['pantainya', 'indah', 'menit', 'mengelilingi', 'pulau', 'pantai', 'pantai', 'pulau', 'pasir', 'gili', 'noko', 'bawean', 'recommended'];['pantai', 'indah', 'menit', 'keliling', 'pulau', 'pantai', 'pantai', 'pulau', 'pasir', 'gili', 'noko', 'bawean', 'recommended']
pantai sembilan;Positif;istimewa.... tapi sangat panas;istimewa tapi sangat panas;['istimewa', 'tapi', 'sangat', 'panas'];['istimewa', 'tapi', 'sangat', 'panas'];['istimewa', 'panas'];['istimewa', 'panas']
pantai sembilan;Positif;Tempatnya bagus, bersih, ada vila untuk bermalam disini di lengkapi ac dll. Dan di jamin orangnya ramah dan baik;Tempatnya bagus bersih ada vila untuk bermalam disini di lengkapi ac dll Dan di jamin orangnya ramah dan baik;['tempatnya', 'bagus', 'bersih', 'ada', 'vila', 'untuk', 'bermalam', 'disini', 'di', 'lengkapi', 'ac', 'dll', 'dan', 'di', 'jamin', 'orangnya', 'ramah', 'dan', 'baik'];['tempatnya', 'bagus', 'bersih', 'ada', 'vila', 'untuk', 'bermalam', 'disini', 'di', 'lengkapi', 'ac', 'dll', 'dan', 'di', 'jamin', 'orangnya', 'ramah', 'dan', 'baik'];['tempatnya', 'bagus', 'bersih', 'vila', 'bermalam', 'lengkapi', 'ac', 'dll', 'jamin', 'orangnya', 'ramah'];['tempat', 'bagus', 'bersih', 'vila', 'malam', 'lengkap', 'ac', 'dll', 'jamin', 'orang', 'ramah']
pantai sembilan;Negatif;Kamar tidur tidak ada TV, ac kurang dingin, pantai masih banyak sampah.;Kamar tidur tidak ada TV ac kurang dingin pantai masih banyak sampah;['kamar', 'tidur', 'tidak', 'ada', 'tv', 'ac', 'kurang', 'dingin', 'pantai', 'masih', 'banyak', 'sampah'];['kamar', 'tidur', 'tidak', 'ada', 'tv', 'ac', 'kurang', 'dingin', 'pantai', 'masih', 'banyak', 'sampah'];['kamar', 'tidur', 'tv', 'ac', 'dingin', 'pantai', 'sampah'];['kamar', 'tidur', 'tv', 'ac', 'dingin', 'pantai', 'sampah']
pantai sembilan;Positif;Tempatnya bagus,,  hanya saja Perlu diengkapi lagi fasilitas yg Ada di pantai;Tempatnya bagus hanya saja Perlu diengkapi lagi fasilitas yg Ada di pantai;['tempatnya', 'bagus', 'hanya', 'saja', 'perlu', 'diengkapi', 'lagi', 'fasilitas', 'yg', 'ada', 'di', 'pantai'];['tempatnya', 'bagus', 'hanya', 'saja', 'perlu', 'diengkapi', 'lagi', 'fasilitas', 'yang', 'ada', 'di', 'pantai'];['tempatnya', 'bagus', 'diengkapi', 'fasilitas', 'pantai'];['tempat', 'bagus', 'diengkapi', 'fasilitas', 'pantai']
pantai sembilan;Positif;Pantainya keren, mirip Hawai'i, akomodasi lengkap, prasarana Dan sarananya lengkap, masyarakat dan Pengelola nya we'll come.;Pantainya keren mirip Hawai i akomodasi lengkap prasarana Dan sarananya lengkap masyarakat dan Pengelola nya we ll come;['pantainya', 'keren', 'mirip', 'hawai', 'i', 'akomodasi', 'lengkap', 'prasarana', 'dan', 'sarananya', 'lengkap', 'masyarakat', 'dan', 'pengelola', 'nya', 'we', 'll', 'come'];['pantainya', 'keren', 'mirip', 'hawai', 'i', 'akomodasi', 'lengkap', 'prasarana', 'dan', 'sarananya', 'lengkap', 'masyarakat', 'dan', 'pengelola', 'nya', 'we', 'll', 'come'];['pantainya', 'keren', 'hawai', 'i', 'akomodasi', 'lengkap', 'prasarana', 'sarananya', 'lengkap', 'masyarakat', 'pengelola', 'we', 'll', 'come'];['pantai', 'keren', 'hawa', 'i', 'akomodasi', 'lengkap', 'prasarana', 'sarana', 'lengkap', 'masyarakat', 'kelola', 'we', 'll', 'come']
