;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
4211;4254;Pantai Lombang;Positif;Tempatnya keren, lumayan bersih, cocok untuk bersantai di pantai;['tempatnya', 'keren', 'lumayan', 'bersih', 'cocok', 'untuk', 'bersantai', 'di', 'pantai'];['tempatnya', 'keren', 'lumayan', 'bersih', 'cocok', 'untuk', 'bersantai', 'di', 'pantai'];['tempatnya', 'keren', 'lumayan', 'bersih', 'cocok', 'untuk', 'bersantai', 'di', 'pantai'];['tempatnya', 'keren', 'lumayan', 'bersih', 'cocok', 'bersantai', 'pantai'];['tempat', 'keren', 'lumayan', 'bersih', 'cocok', 'santa', 'pantai']
4212;4255;Pantai Lombang;Netral;aipz;['aipz'];['aipz'];['aipz'];['aipz'];['aipz']
4213;4256;Pantai Lombang;Positif;Sangat alami;['sangat', 'alami'];['sangat', 'alami'];['sangat', 'alami'];['alami'];['alami']
4214;4257;Pantai Lombang;Positif;Yang terbaik;['yang', 'terbaik'];['yang', 'terbaik'];['yang', 'terbaik'];['terbaik'];['baik']
4215;4258;Pantai Lombang;Positif;Sumenep luar biasa;['sumenep', 'luar', 'biasa'];['sumenep', 'luar', 'biasa'];['sumenep', 'luar', 'biasa'];['sumenep'];['sumenep']
4216;4259;Pantai Lombang;Netral;Mahkota;['mahkota'];['mahkota'];['mahkota'];['mahkota'];['mahkota']
4217;4260;Pantai Lombang;Positif;Tak jauh beda dari tahun ketahun keindahannya;['tak', 'jauh', 'beda', 'dari', 'tahun', 'ketahun', 'keindahannya'];['tak', 'jauh', 'beda', 'dari', 'tahun', 'ketahun', 'keindahannya'];['tak', 'jauh', 'beda', 'dari', 'tahun', 'ketahun', 'keindahannya'];['beda', 'ketahun', 'keindahannya'];['beda', 'tahun', 'indah']
4218;4261;Pantai Lombang;Positif;Pantai yg indah, sebenarnya diatas ekspektasi kita juga ....karena pantai disini bersih tidak seberapa ramai, puas menikmati view laut, banyak pohon Cemara buat neduh, aman dong meskipun panas...kalo yang ngebayangin Madura gimana....ini …;['pantai', 'yg', 'indah', 'sebenarnya', 'diatas', 'ekspektasi', 'kita', 'juga', 'karena', 'pantai', 'disini', 'bersih', 'tidak', 'seberapa', 'ramai', 'puas', 'menikmati', 'view', 'laut', 'banyak', 'pohon', 'cemara', 'buat', 'neduh', 'aman', 'dong', 'meskipun', 'panaskalo', 'yang', 'ngebayangin', 'madura', 'gimanaini', '…'];['pantai', 'yg', 'indah', 'sebenarnya', 'diatas', 'ekspektasi', 'kita', 'juga', 'karena', 'pantai', 'disini', 'bersih', 'tidak', 'seberapa', 'ramai', 'puas', 'menikmati', 'view', 'laut', 'banyak', 'pohon', 'cemara', 'buat', 'neduh', 'aman', 'dong', 'meskipun', 'panaskalo', 'yang', 'ngebayangin', 'madura', 'gimanaini', ''];['pantai', 'yang', 'indah', 'sebenarnya', 'diatas', 'ekspektasi', 'kita', 'juga', 'karena', 'pantai', 'disini', 'bersih', 'tidak', 'seberapa', 'ramai', 'puas', 'menikmati', 'view', 'laut', 'banyak', 'pohon', 'cemara', 'buat', 'neduh', 'aman', 'dong', 'meskipun', 'panaskalo', 'yang', 'ngebayangin', 'madura', 'gimanaini', ''];['pantai', 'indah', 'diatas', 'ekspektasi', 'pantai', 'bersih', 'ramai', 'puas', 'menikmati', 'view', 'laut', 'pohon', 'cemara', 'neduh', 'aman', 'panaskalo', 'ngebayangin', 'madura', 'gimanaini', ''];['pantai', 'indah', 'atas', 'ekspektasi', 'pantai', 'bersih', 'ramai', 'puas', 'nikmat', 'view', 'laut', 'pohon', 'cemara', 'neduh', 'aman', 'panaskalo', 'ngebayangin', 'madura', 'gimanaini', '']
4219;4262;Pantai Lombang;Positif;Tiket masuk 5K per orang, parkir mobil 10K, Pantai bersih dan luas, weekday lumayan sepi, ada naik kuda, banyak gazebo buat duduk santai;['tiket', 'masuk', '5k', 'per', 'orang', 'parkir', 'mobil', '10k', 'pantai', 'bersih', 'dan', 'luas', 'weekday', 'lumayan', 'sepi', 'ada', 'naik', 'kuda', 'banyak', 'gazebo', 'buat', 'duduk', 'santai'];['tiket', 'masuk', 'k', 'per', 'orang', 'parkir', 'mobil', 'k', 'pantai', 'bersih', 'dan', 'luas', 'weekday', 'lumayan', 'sepi', 'ada', 'naik', 'kuda', 'banyak', 'gazebo', 'buat', 'duduk', 'santai'];['tiket', 'masuk', 'ke', 'per', 'orang', 'parkir', 'mobil', 'ke', 'pantai', 'bersih', 'dan', 'luas', 'weekday', 'lumayan', 'sepi', 'ada', 'naik', 'kuda', 'banyak', 'gazebo', 'buat', 'duduk', 'santai'];['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'pantai', 'bersih', 'luas', 'weekday', 'lumayan', 'sepi', 'kuda', 'gazebo', 'duduk', 'santai'];['tiket', 'masuk', 'orang', 'parkir', 'mobil', 'pantai', 'bersih', 'luas', 'weekday', 'lumayan', 'sepi', 'kuda', 'gazebo', 'duduk', 'santai']
4220;4263;Pantai Lombang;Negatif;Pantainya bagus tapi sayang banyak sampah bekas pampers, plastik dll, akses masuk jg msh jelek kurang tertata. Sayang sekali.;['pantainya', 'bagus', 'tapi', 'sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'jg', 'msh', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali'];['pantainya', 'bagus', 'tapi', 'sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'jg', 'msh', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali'];['pantainya', 'bagus', 'tapi', 'sayang', 'banyak', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'juga', 'masih', 'jelek', 'kurang', 'tertata', 'sayang', 'sekali'];['pantainya', 'bagus', 'sayang', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'jelek', 'tertata', 'sayang'];['pantai', 'bagus', 'sayang', 'sampah', 'bekas', 'pampers', 'plastik', 'dll', 'akses', 'masuk', 'jelek', 'tata', 'sayang']
4221;4264;pantai sembilan;Positif;Pertama ketempat ini bawa mobil dari surabaya ke sumenep parkir di pemukiman warga yg mengarah ke pantai sembilan , biaya parkir 10ribu terus nyebrang per orang sekitar 20rb kalo engga 10rb (lupa) dan jangan lupa bawa pancing lautnya bagus banget dan jangan lupa bawa sunblok soalnya panas banget . Awas makelar bos hahahaa;['pertama', 'ketempat', 'ini', 'bawa', 'mobil', 'dari', 'surabaya', 'ke', 'sumenep', 'parkir', 'di', 'pemukiman', 'warga', 'yg', 'mengarah', 'ke', 'pantai', 'sembilan', 'biaya', 'parkir', '10ribu', 'terus', 'nyebrang', 'per', 'orang', 'sekitar', '20rb', 'kalo', 'engga', '10rb', 'lupa', 'dan', 'jangan', 'lupa', 'bawa', 'pancing', 'lautnya', 'bagus', 'banget', 'dan', 'jangan', 'lupa', 'bawa', 'sunblok', 'soalnya', 'panas', 'banget', 'awas', 'makelar', 'bos', 'hahahaa'];['pertama', 'ketempat', 'ini', 'bawa', 'mobil', 'dari', 'surabaya', 'ke', 'sumenep', 'parkir', 'di', 'pemukiman', 'warga', 'yg', 'mengarah', 'ke', 'pantai', 'sembilan', 'biaya', 'parkir', 'ribu', 'terus', 'nyebrang', 'per', 'orang', 'sekitar', 'rb', 'kalo', 'engga', 'rb', 'lupa', 'dan', 'jangan', 'lupa', 'bawa', 'pancing', 'lautnya', 'bagus', 'banget', 'dan', 'jangan', 'lupa', 'bawa', 'sunblok', 'soalnya', 'panas', 'banget', 'awas', 'makelar', 'bos', 'hahahaa'];['pertama', 'ketempat', 'ini', 'bawa', 'mobil', 'dari', 'surabaya', 'ke', 'sumenep', 'parkir', 'di', 'pemukiman', 'warga', 'yang', 'mengarah', 'ke', 'pantai', 'sembilan', 'biaya', 'parkir', 'ribu', 'terus', 'nyebrang', 'per', 'orang', 'sekitar', 'ribu', 'kalo', 'enggak', 'ribu', 'lupa', 'dan', 'jangan', 'lupa', 'bawa', 'pancing', 'lautnya', 'bagus', 'banget', 'dan', 'jangan', 'lupa', 'bawa', 'sunblok', 'soalnya', 'panas', 'banget', 'awas', 'makelar', 'bos', 'hahahaa'];['ketempat', 'bawa', 'mobil', 'surabaya', 'sumenep', 'parkir', 'pemukiman', 'warga', 'mengarah', 'pantai', 'sembilan', 'biaya', 'parkir', 'ribu', 'nyebrang', 'orang', 'ribu', 'ribu', 'lupa', 'lupa', 'bawa', 'pancing', 'lautnya', 'bagus', 'banget', 'lupa', 'bawa', 'sunblok', 'panas', 'banget', 'awas', 'makelar', 'bos', 'hahahaa'];['tempat', 'bawa', 'mobil', 'surabaya', 'sumenep', 'parkir', 'mukim', 'warga', 'arah', 'pantai', 'sembilan', 'biaya', 'parkir', 'ribu', 'nyebrang', 'orang', 'ribu', 'ribu', 'lupa', 'lupa', 'bawa', 'pancing', 'laut', 'bagus', 'banget', 'lupa', 'bawa', 'sunblok', 'panas', 'banget', 'awas', 'makelar', 'bos', 'hahahaa']
4222;4265;pantai sembilan;Positif;"Pantai nya bagus, air nya jernih dan bersih, asri dan alami.
Nyaman buat bersantai atau liburan bersama keluarga ataupun teman²...";['pantai', 'nya', 'bagus', 'air', 'nya', 'jernih', 'dan', 'bersih', 'asri', 'dan', 'alami', 'nyaman', 'buat', 'bersantai', 'atau', 'liburan', 'bersama', 'keluarga', 'ataupun', 'teman²'];['pantai', 'nya', 'bagus', 'air', 'nya', 'jernih', 'dan', 'bersih', 'asri', 'dan', 'alami', 'nyaman', 'buat', 'bersantai', 'atau', 'liburan', 'bersama', 'keluarga', 'ataupun', 'teman'];['pantai', 'nya', 'bagus', 'air', 'nya', 'jernih', 'dan', 'bersih', 'asri', 'dan', 'alami', 'nyaman', 'buat', 'bersantai', 'atau', 'liburan', 'bersama', 'keluarga', 'ataupun', 'teman'];['pantai', 'bagus', 'air', 'jernih', 'bersih', 'asri', 'alami', 'nyaman', 'bersantai', 'liburan', 'keluarga', 'teman'];['pantai', 'bagus', 'air', 'jernih', 'bersih', 'asri', 'alami', 'nyaman', 'santa', 'libur', 'keluarga', 'teman']
4223;4266;pantai sembilan;Positif;Pantai nya bagus, kalo weekday sepi. Enak berasa pantai pribadi. Cuman akses nya belom bagus. Buat yang traveling individu harus nunggu perahu nya penuh baru berangkat.jadi gada jam keberangkatan. Bisa nunggu lama di pelabuhan nya;['pantai', 'nya', 'bagus', 'kalo', 'weekday', 'sepi', 'enak', 'berasa', 'pantai', 'pribadi', 'cuman', 'akses', 'nya', 'belom', 'bagus', 'buat', 'yang', 'traveling', 'individu', 'harus', 'nunggu', 'perahu', 'nya', 'penuh', 'baru', 'berangkatjadi', 'gada', 'jam', 'keberangkatan', 'bisa', 'nunggu', 'lama', 'di', 'pelabuhan', 'nya'];['pantai', 'nya', 'bagus', 'kalo', 'weekday', 'sepi', 'enak', 'berasa', 'pantai', 'pribadi', 'cuman', 'akses', 'nya', 'belom', 'bagus', 'buat', 'yang', 'traveling', 'individu', 'harus', 'nunggu', 'perahu', 'nya', 'penuh', 'baru', 'berangkatjadi', 'gada', 'jam', 'keberangkatan', 'bisa', 'nunggu', 'lama', 'di', 'pelabuhan', 'nya'];['pantai', 'nya', 'bagus', 'kalo', 'weekday', 'sepi', 'enak', 'berasa', 'pantai', 'pribadi', 'cuman', 'akses', 'nya', 'belum', 'bagus', 'buat', 'yang', 'traveling', 'individu', 'harus', 'menunggu', 'perahu', 'nya', 'penuh', 'baru', 'berangkatjadi', 'enggak ada', 'jam', 'keberangkatan', 'bisa', 'menunggu', 'lama', 'di', 'pelabuhan', 'nya'];['pantai', 'bagus', 'weekday', 'sepi', 'enak', 'berasa', 'pantai', 'pribadi', 'cuman', 'akses', 'bagus', 'traveling', 'individu', 'menunggu', 'perahu', 'penuh', 'berangkatjadi', 'enggak ada', 'jam', 'keberangkatan', 'menunggu', 'pelabuhan'];['pantai', 'bagus', 'weekday', 'sepi', 'enak', 'asa', 'pantai', 'pribadi', 'cuman', 'akses', 'bagus', 'traveling', 'individu', 'tunggu', 'perahu', 'penuh', 'berangkatjadi', 'enggak ada', 'jam', 'berangkat', 'tunggu', 'labuh']
4224;4267;pantai sembilan;Positif;Pantai ini indah sekali terletak di Pulau Gili Genting . Tenang. Dan cukup bersih...untuk mencapainya...perlu menyeberang dengan kapal dari pelabuhan Tanjung Sumenep. …;['pantai', 'ini', 'indah', 'sekali', 'terletak', 'di', 'pulau', 'gili', 'genting', 'tenang', 'dan', 'cukup', 'bersihuntuk', 'mencapainyaperlu', 'menyeberang', 'dengan', 'kapal', 'dari', 'pelabuhan', 'tanjung', 'sumenep', '…'];['pantai', 'ini', 'indah', 'sekali', 'terletak', 'di', 'pulau', 'gili', 'genting', 'tenang', 'dan', 'cukup', 'bersihuntuk', 'mencapainyaperlu', 'menyeberang', 'dengan', 'kapal', 'dari', 'pelabuhan', 'tanjung', 'sumenep', ''];['pantai', 'ini', 'indah', 'sekali', 'terletak', 'di', 'pulau', 'gili', 'genting', 'tenang', 'dan', 'cukup', 'bersihuntuk', 'mencapainyaperlu', 'menyeberang', 'dengan', 'kapal', 'dari', 'pelabuhan', 'tanjung', 'sumenep', ''];['pantai', 'indah', 'terletak', 'pulau', 'gili', 'genting', 'tenang', 'bersihuntuk', 'mencapainyaperlu', 'menyeberang', 'kapal', 'pelabuhan', 'tanjung', 'sumenep', ''];['pantai', 'indah', 'letak', 'pulau', 'gili', 'genting', 'tenang', 'bersihuntuk', 'mencapainyaperlu', 'seberang', 'kapal', 'labuh', 'tanjung', 'sumenep', '']
4225;4268;pantai sembilan;Positif;Pantainya bersih, tenang cocok buat healing menghindari keramaian kota.;['pantainya', 'bersih', 'tenang', 'cocok', 'buat', 'healing', 'menghindari', 'keramaian', 'kota'];['pantainya', 'bersih', 'tenang', 'cocok', 'buat', 'healing', 'menghindari', 'keramaian', 'kota'];['pantainya', 'bersih', 'tenang', 'cocok', 'buat', 'healing', 'menghindari', 'keramaian', 'kota'];['pantainya', 'bersih', 'tenang', 'cocok', 'healing', 'menghindari', 'keramaian', 'kota'];['pantai', 'bersih', 'tenang', 'cocok', 'healing', 'hindar', 'ramai', 'kota']
4226;4269;pantai sembilan;Positif;Sumenep menjadi salahsatu Kabupaten yg mempunyai tempat wisata yg luar biasa indah untuk dinikmati, salah satunya gili genting , pantai sembilan. Kalo dr sumenepnya nyebrang 30 menit aja. Ohiya , perahunya cuman bisa angkut manusia;['sumenep', 'menjadi', 'salahsatu', 'kabupaten', 'yg', 'mempunyai', 'tempat', 'wisata', 'yg', 'luar', 'biasa', 'indah', 'untuk', 'dinikmati', 'salah', 'satunya', 'gili', 'genting', 'pantai', 'sembilan', 'kalo', 'dr', 'sumenepnya', 'nyebrang', '30', 'menit', 'aja', 'ohiya', 'perahunya', 'cuman', 'bisa', 'angkut', 'manusia'];['sumenep', 'menjadi', 'salahsatu', 'kabupaten', 'yg', 'mempunyai', 'tempat', 'wisata', 'yg', 'luar', 'biasa', 'indah', 'untuk', 'dinikmati', 'salah', 'satunya', 'gili', 'genting', 'pantai', 'sembilan', 'kalo', 'dr', 'sumenepnya', 'nyebrang', '', 'menit', 'aja', 'ohiya', 'perahunya', 'cuman', 'bisa', 'angkut', 'manusia'];['sumenep', 'menjadi', 'salahsatu', 'kabupaten', 'yang', 'mempunyai', 'tempat', 'wisata', 'yang', 'luar', 'biasa', 'indah', 'untuk', 'dinikmati', 'salah', 'satunya', 'gili', 'genting', 'pantai', 'sembilan', 'kalo', 'dari', 'sumenepnya', 'nyebrang', '', 'menit', 'saja', 'ohiya', 'perahunya', 'cuman', 'bisa', 'angkut', 'manusia'];['sumenep', 'salahsatu', 'kabupaten', 'wisata', 'indah', 'dinikmati', 'salah', 'satunya', 'gili', 'genting', 'pantai', 'sembilan', 'sumenepnya', 'nyebrang', '', 'menit', 'ohiya', 'perahunya', 'cuman', 'angkut', 'manusia'];['sumenep', 'salahsatu', 'kabupaten', 'wisata', 'indah', 'nikmat', 'salah', 'satu', 'gili', 'genting', 'pantai', 'sembilan', 'sumenepnya', 'nyebrang', '', 'menit', 'ohiya', 'perahu', 'cuman', 'angkut', 'manusia']
4227;4270;pantai sembilan;Positif;Bagus, Biaya masuk murah, Tersedia tempat penginapannya jg 300-500rb per malam;['bagus', 'biaya', 'masuk', 'murah', 'tersedia', 'tempat', 'penginapannya', 'jg', '300500rb', 'per', 'malam'];['bagus', 'biaya', 'masuk', 'murah', 'tersedia', 'tempat', 'penginapannya', 'jg', 'rb', 'per', 'malam'];['bagus', 'biaya', 'masuk', 'murah', 'tersedia', 'tempat', 'penginapannya', 'juga', 'ribu', 'per', 'malam'];['bagus', 'biaya', 'masuk', 'murah', 'tersedia', 'penginapannya', 'ribu', 'malam'];['bagus', 'biaya', 'masuk', 'murah', 'sedia', 'inap', 'ribu', 'malam']
4228;4271;pantai sembilan;Positif;"Pantai yg sangat indah dan nyaman untuk di kunjungi bersama teman dan keluarga tercinta banyak sport untuk berfoto-foto ria dan wahana permainan yg tentunya seru untuk dimainkan, dan di sini juga banyak rumah"" kecil yg bisa di sewa";['pantai', 'yg', 'sangat', 'indah', 'dan', 'nyaman', 'untuk', 'di', 'kunjungi', 'bersama', 'teman', 'dan', 'keluarga', 'tercinta', 'banyak', 'sport', 'untuk', 'berfotofoto', 'ria', 'dan', 'wahana', 'permainan', 'yg', 'tentunya', 'seru', 'untuk', 'dimainkan', 'dan', 'di', 'sini', 'juga', 'banyak', 'rumah', 'kecil', 'yg', 'bisa', 'di', 'sewa'];['pantai', 'yg', 'sangat', 'indah', 'dan', 'nyaman', 'untuk', 'di', 'kunjungi', 'bersama', 'teman', 'dan', 'keluarga', 'tercinta', 'banyak', 'sport', 'untuk', 'berfotofoto', 'ria', 'dan', 'wahana', 'permainan', 'yg', 'tentunya', 'seru', 'untuk', 'dimainkan', 'dan', 'di', 'sini', 'juga', 'banyak', 'rumah', 'kecil', 'yg', 'bisa', 'di', 'sewa'];['pantai', 'yang', 'sangat', 'indah', 'dan', 'nyaman', 'untuk', 'di', 'kunjungi', 'bersama', 'teman', 'dan', 'keluarga', 'tercinta', 'banyak', 'sport', 'untuk', 'berfotofoto', 'ria', 'dan', 'wahana', 'permainan', 'yang', 'tentunya', 'seru', 'untuk', 'dimainkan', 'dan', 'di', 'sini', 'juga', 'banyak', 'rumah', 'kecil', 'yang', 'bisa', 'di', 'sewa'];['pantai', 'indah', 'nyaman', 'kunjungi', 'teman', 'keluarga', 'tercinta', 'sport', 'berfotofoto', 'ria', 'wahana', 'permainan', 'seru', 'dimainkan', 'rumah', 'sewa'];['pantai', 'indah', 'nyaman', 'kunjung', 'teman', 'keluarga', 'cinta', 'sport', 'berfotofoto', 'ria', 'wahana', 'main', 'seru', 'main', 'rumah', 'sewa']
4229;4272;pantai sembilan;Positif;Masuk kesini dikasih gratis sama penjaga pantainya baik banget. Namanya bang Saipul haha makasih banyak yaa bang. Mana mau direpotin lagi penjaga pantainya hahaha. Disuruh nganterin ke tengah laut yang ada rumah apungnya itu. Mau aja :(;['masuk', 'kesini', 'dikasih', 'gratis', 'sama', 'penjaga', 'pantainya', 'baik', 'banget', 'namanya', 'bang', 'saipul', 'haha', 'makasih', 'banyak', 'yaa', 'bang', 'mana', 'mau', 'direpotin', 'lagi', 'penjaga', 'pantainya', 'hahaha', 'disuruh', 'nganterin', 'ke', 'tengah', 'laut', 'yang', 'ada', 'rumah', 'apungnya', 'itu', 'mau', 'aja'];['masuk', 'kesini', 'dikasih', 'gratis', 'sama', 'penjaga', 'pantainya', 'baik', 'banget', 'namanya', 'bang', 'saipul', 'haha', 'makasih', 'banyak', 'yaa', 'bang', 'mana', 'mau', 'direpotin', 'lagi', 'penjaga', 'pantainya', 'hahaha', 'disuruh', 'nganterin', 'ke', 'tengah', 'laut', 'yang', 'ada', 'rumah', 'apungnya', 'itu', 'mau', 'aja'];['masuk', 'kesini', 'dikasih', 'gratis', 'sama', 'penjaga', 'pantainya', 'baik', 'banget', 'namanya', 'bang', 'saipul', 'haha', 'terima kasih', 'banyak', 'ya', 'bang', 'mana', 'mau', 'direpotin', 'lagi', 'penjaga', 'pantainya', 'hahaha', 'disuruh', 'mengantarkan', 'ke', 'tengah', 'laut', 'yang', 'ada', 'rumah', 'apungnya', 'itu', 'mau', 'saja'];['masuk', 'kesini', 'dikasih', 'gratis', 'penjaga', 'pantainya', 'banget', 'namanya', 'bang', 'saipul', 'haha', 'terima kasih', 'bang', 'direpotin', 'penjaga', 'pantainya', 'hahaha', 'disuruh', 'mengantarkan', 'laut', 'rumah', 'apungnya'];['masuk', 'kesini', 'kasih', 'gratis', 'jaga', 'pantai', 'banget', 'nama', 'bang', 'saipul', 'haha', 'terima kasih', 'bang', 'direpotin', 'jaga', 'pantai', 'hahaha', 'suruh', 'antar', 'laut', 'rumah', 'apung']
4230;4273;pantai sembilan;Positif;Pantainya bagus. Pasir putih ombak juga gak gede2. Aksesnya paling dekat nyebrang dari pelabuhan tanjung ya gaes;['pantainya', 'bagus', 'pasir', 'putih', 'ombak', 'juga', 'gak', 'gede2', 'aksesnya', 'paling', 'dekat', 'nyebrang', 'dari', 'pelabuhan', 'tanjung', 'ya', 'gaes'];['pantainya', 'bagus', 'pasir', 'putih', 'ombak', 'juga', 'gak', 'gede', 'aksesnya', 'paling', 'dekat', 'nyebrang', 'dari', 'pelabuhan', 'tanjung', 'ya', 'gaes'];['pantainya', 'bagus', 'pasir', 'putih', 'ombak', 'juga', 'enggak', 'gede', 'aksesnya', 'paling', 'dekat', 'nyebrang', 'dari', 'pelabuhan', 'tanjung', 'ya', 'gaes'];['pantainya', 'bagus', 'pasir', 'putih', 'ombak', 'gede', 'aksesnya', 'nyebrang', 'pelabuhan', 'tanjung', 'gaes'];['pantai', 'bagus', 'pasir', 'putih', 'ombak', 'gede', 'akses', 'nyebrang', 'labuh', 'tanjung', 'gaes']
4231;4274;pantai sembilan;Positif;"Pantainya bagus dan lumayan bersih. Hanya sayangnya kurang luas.
Tiket masuk 15rb.
Tersedia tempat menginap 300rb (kamar mandi luar), 500rb (kamar mandi dalam)";['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luas', 'tiket', 'masuk', '15rb', 'tersedia', 'tempat', 'menginap', '300rb', 'kamar', 'mandi', 'luar', '500rb', 'kamar', 'mandi', 'dalam'];['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luas', 'tiket', 'masuk', 'rb', 'tersedia', 'tempat', 'menginap', 'rb', 'kamar', 'mandi', 'luar', 'rb', 'kamar', 'mandi', 'dalam'];['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luas', 'tiket', 'masuk', 'ribu', 'tersedia', 'tempat', 'menginap', 'ribu', 'kamar', 'mandi', 'luar', 'ribu', 'kamar', 'mandi', 'dalam'];['pantainya', 'bagus', 'lumayan', 'bersih', 'sayangnya', 'luas', 'tiket', 'masuk', 'ribu', 'tersedia', 'menginap', 'ribu', 'kamar', 'mandi', 'ribu', 'kamar', 'mandi'];['pantai', 'bagus', 'lumayan', 'bersih', 'sayang', 'luas', 'tiket', 'masuk', 'ribu', 'sedia', 'inap', 'ribu', 'kamar', 'mandi', 'ribu', 'kamar', 'mandi']
4232;4275;pantai sembilan;Negatif;Pantai ini cukup bgus cuma infrastrukturx kurang bangaus banyakx sampah terutama di tempat wisatax masih kurang bersih;['pantai', 'ini', 'cukup', 'bgus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih'];['pantai', 'ini', 'cukup', 'bgus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih'];['pantai', 'ini', 'cukup', 'bagus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih'];['pantai', 'bagus', 'infrastrukturx', 'bangaus', 'banyakx', 'sampah', 'wisatax', 'bersih'];['pantai', 'bagus', 'infrastrukturx', 'bangaus', 'banyakx', 'sampah', 'wisatax', 'bersih']
4233;4276;pantai sembilan;Positif;Pantai yang sungguh cantik dengan pengelolaan yang baik. Fasilitas lengkap. Sangat cocok dijadikan tempat liburan bersama keluarga, rekan maupun sahabat. Saran bisa ditambah spot spot fotonya ?? kurang banyak... Semoga bisa diperindah lagi penampilannya...sehingga tambah mempesona. Recommended for healing. …;['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing', '…'];['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing', ''];['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing', ''];['pantai', 'sungguh', 'cantik', 'pengelolaan', 'fasilitas', 'lengkap', 'cocok', 'dijadikan', 'liburan', 'keluarga', 'rekan', 'sahabat', 'saran', 'ditambah', 'spot', 'spot', 'fotonya', 'semoga', 'diperindah', 'penampilannyasehingga', 'mempesona', 'recommended', 'for', 'healing', ''];['pantai', 'sungguh', 'cantik', 'kelola', 'fasilitas', 'lengkap', 'cocok', 'jadi', 'libur', 'keluarga', 'rekan', 'sahabat', 'saran', 'tambah', 'spot', 'spot', 'foto', 'moga', 'indah', 'penampilannyasehingga', 'pesona', 'recommended', 'for', 'healing', '']
